Order_ID,Customer_ID,Customer_Type,Product,Category,Unit_Price,Quantity,Discount,Total_Price,Order_Date,Product_Image_Url,Product_Bottle_Type,Product_Dietary_Attribute,Product_Company
ORD1832,CUST322,B2C,Pokka Bottle Drink - Oolong Tea (No Sugar Added),Drinks,1.8,14,0.0,25.2,05/02/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/376302_XL1_20221123.jpg?w=320&q=60,1.5L,Halal,Pokka
ORD1833,CUST453,B2C,Pokka Premium Packet Drink - Milk Tea (Original),Drinks,3.55,68,3.99,271.32,07/04/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12203024_XL1_20221011.jpg?w=320&q=60,6 x 250ml,Halal,Pokka
ORD1834,CUST349,B2C,Pokka Bottle Drink - Passion Fruit Tea,Drinks,1.8,52,0.0,93.6,08/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13177967_XL1_20221011.jpg?w=320&q=60,1.5L,Halal,Pokka
ORD1835,CUST91,B2B,Pokka Packet Drink - Ice Peach Tea (Less Sugar),Drinks,3.6,3,0.0,10.8,08/08/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13151473_XL1_20230914.jpg?w=320&q=60,6 x 250ml,Halal,Pokka
ORD1836,CUST199,B2C,Pokka Japanese Roasted Tea - Houjicha,Drinks,8.95,94,14.4,1353.6,28/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709345_XL1_20230403.jpg?w=320&q=60,24 x 250ml (CTN),Halal,Pokka
ORD1837,CUST119,B2C,Pokka Oolong Tea No Sugar,Drinks,21.9,69,0.0,1511.1,17/04/2023,https://media.nedigital.sg/fairprice/90076771_XL1_20240723112626_707910078b70315f85ad9764fee3f285.jpg?w=320&q=60,300 ML,,Pokka
ORD1838,CUST412,B2B,Pokka Packet Drink - Natsbee Honey Yuzu,Drinks,8.95,87,14.53,1264.11,12/02/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709346_XL1_20230406.jpg?w=320&q=60,24 x 250ml (CTN),Halal,Pokka
ORD1839,CUST78,B2C,Pokka Can Drink - Ice Peach Tea Zero Sugar,Drinks,13.6,16,17.5,280.0,27/02/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12714031_XL1_20241023.jpg?w=320&q=60,24 x 300ml (CTN),Halal,Pokka
ORD1840,CUST483,B2B,Pokka Bottle Drink - Ice Lemon Tea (Less Sugar),Drinks,37.2,84,38.4,3225.6,21/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709299_XL1_20230328.jpg?w=320&q=60,24 x 500ml (CTN),Halal,Pokka
ORD1841,CUST113,B2B,Pokka Bottle Drink - Oolong Tea (No Sugar Added),Drinks,37.2,31,38.4,1190.4,01/09/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709276_XL1_20230913.jpg?w=320&q=60,24 x 500ml (CTN),Halal,Pokka
ORD1842,CUST181,B2C,Pokka Packet Drink - Ice Lemon Tea (Less Sugar),Drinks,3.6,23,0.0,82.8,01/01/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13143743_XL1_20250211.jpg?w=320&q=60,6 x 250ml,Halal,Pokka
ORD1843,CUST152,B2B,F & N Can Drink - Cheeky Cherryade,Drinks,13.2,81,16.2,1312.2,25/03/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10479916_XL1_20230324.jpg?w=320&q=60,24 x 325ml (CTN),,F & N 
ORD1844,CUST89,B2C,Pokka Houjicha Japanese Green Tea - No Sugar,Drinks,2.65,41,3.43,140.63,20/08/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13234167_XL1_20230615.jpg?w=320&q=60,4 x 300ml,,Pokka
ORD1845,CUST222,B2C,Pokka Can Sencha Japanese Green Tea Can - No Sugar,Drinks,2.65,51,3.43,174.93,14/08/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13234165_XL1_20230618.jpg?w=320&q=60,4 x 300ml,,Pokka
ORD1846,CUST465,B2B,Monster Energy Can Drink - Ultra Peachy Keen,Drinks,2.25,8,2.95,23.6,11/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13255136_XL1_20240926.jpg?w=320&q=60,355ml,,Monster
ORD1847,CUST24,B2C,F & N Flavoured Bottle Drink - Cool Ice Cream Soda,Drinks,1.35,78,0.0,105.3,21/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/454322_XL1_20250220.jpg?w=320&q=60,1.5L,Halal,F & N 
ORD1848,CUST413,B2B,Pokka Can Sencha Japanese Green Tea Can - No Sugar,Drinks,2.65,45,3.43,154.35,17/06/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13234165_XL1_20230618.jpg?w=320&q=60,4 x 300ml,,Pokka
ORD1849,CUST491,B2B,Pokka Packet Drink - Ice Lemon Tea (Less Sugar),Drinks,3.6,60,0.0,216.0,29/10/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13143743_XL1_20250211.jpg?w=320&q=60,6 x 250ml,Halal,Pokka
ORD1850,CUST308,B2C,Pokka Can Drink - Peach Oolong Tea (Less Sugar),Drinks,6.55,58,8.75,507.5,04/02/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13208843_XL1_20221123.jpg?w=320&q=60,12 x 300ml (CTN),Halal,Pokka
ORD1851,CUST435,B2C,Schwepps Tonic,Drinks,1.45,13,0.0,18.85,25/03/2023,https://paneco-sg-moonshine-production-s3-amazonaws-com.global.ssl.fastly.net/3fwy1qyt2ifz87hxklv8pwibq5yw?auto=webp&format=jpg,320ml,Halal,Schweppes
ORD1852,CUST27,B2B,Pokka Packet Drink - Natsbee Honey Lemon,Drinks,8.95,7,14.53,101.71,21/02/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12704820_XL1_20230327.jpg?w=320&q=60,24 x 250ml (CTN),,Pokka
ORD1853,CUST488,B2B,F & N Flavoured Bottle Drink - Flashy Fruitade,Drinks,15.6,70,25.2,1764.0,03/11/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10204453_XL1_20230323.jpg?w=320&q=60,12 x 1.5L (CTN),,F & N 
ORD1854,CUST58,B2C,Pokka Packet Drink - Natsbee Honey Yuzu,Drinks,8.95,76,14.53,1104.28,09/10/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709346_XL1_20230406.jpg?w=320&q=60,24 x 250ml (CTN),Halal,Pokka
ORD1855,CUST73,B2B,Monster Energy Can Drink - Mango Loco,Drinks,51.3,23,70.8,1628.4,24/10/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12713812_XL1_20240904.jpg?w=320&q=60,24 x 355ml,,Monster
ORD1856,CUST267,B2B,F & N Flavoured Bottle Drink - Groovy Grape,Drinks,15.6,66,25.2,1663.2,06/11/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11470964_XL1_20230324.jpg?w=320&q=60,12 x 1.5L (CTN),Halal,F & N 
ORD1857,CUST115,B2C,Monster Energy Can Drink - Ultra Peachy Keen,Drinks,2.25,36,2.95,106.2,07/03/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13255136_XL1_20240926.jpg?w=320&q=60,355ml,,Monster
ORD1858,CUST29,B2B,Pokka Premium Bottle Drink - Straight Red Tea,Drinks,19.0,6,30.0,180.0,20/09/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12712544_XL1_20230329.jpg?w=320&q=60,12 x 1.5L (CTN),,Pokka
ORD1859,CUST61,B2B,F & N Can Drink - Soda Water (Slim),Drinks,13.2,65,16.2,1053.0,16/04/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10020089_XL1_20250115.jpg?w=320&q=60,24 x 325ml (CTN),,F & N 
ORD1860,CUST160,B2C,Pokka Packet Drink - Straight Red Tea,Drinks,8.95,20,14.4,288.0,11/03/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12700080_XL1_20230328.jpg?w=320&q=60,24 x 250ml (CTN),,Pokka
ORD1861,CUST432,B2C,Pokka Bottle Drink - Chrysanthemum with White Tea,Drinks,37.2,35,38.4,1344.0,23/09/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709277_XL1_20230403.jpg?w=320&q=60,24 x 500ml (CTN),,Pokka
ORD1862,CUST416,B2B,Pokka Can Sencha Japanese Green Tea Can - No Sugar,Drinks,2.65,53,3.43,181.79,11/01/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13234165_XL1_20230618.jpg?w=320&q=60,4 x 300ml,,Pokka
ORD1863,CUST102,B2B,F & N Sweetened Creamer - Rich & Creamy,Drinks,1.53,9,0.0,13.77,28/02/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10451091_XL1_20230330.jpg?w=320&q=60,380g,Halal,F & N 
ORD1864,CUST165,B2B,Monster Energy Can Drink - Ultra Peachy Keen,Drinks,2.25,34,2.95,100.3,13/08/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13255136_XL1_20240926.jpg?w=320&q=60,355ml,,Monster
ORD1865,CUST277,B2C,Pokka Bottle Drink - Chrysanthemum with White Tea,Drinks,37.2,42,38.4,1612.8,11/04/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709277_XL1_20230403.jpg?w=320&q=60,24 x 500ml (CTN),,Pokka
ORD1866,CUST457,B2B,Pokka Premium Bottle Drink - Straight Red Tea,Drinks,19.0,85,30.0,2550.0,24/11/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12712544_XL1_20230329.jpg?w=320&q=60,12 x 1.5L (CTN),,Pokka
ORD1867,CUST99,B2B,Pokka Packet Drink - Peach Tea,Drinks,3.6,61,0.0,219.6,13/09/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11113406_XL1_20240122.jpg?w=320&q=60,6 x 250ml,,Pokka
ORD1868,CUST309,B2B,Pokka Can Drink - Jasmine Green Tea,Drinks,6.55,57,8.75,498.75,24/11/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11171403_XL1_20230324.jpg?w=320&q=60,12 x 300ml (CTN),Halal,Pokka
ORD1869,CUST271,B2C,Pokka Lychee Oolong Tea,Drinks,3.6,70,0.0,252.0,30/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13260279_XL1_20241016.jpg?w=320&q=60,6 x 250ml,Halal,Pokka
ORD1870,CUST122,B2B,Pokka Coffee Can Drink - Milk Coffee (Less Sugar),Drinks,6.25,89,7.56,672.84,04/06/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13167613_XL1_20250213.jpg?w=320&q=60,6 x 240ml,Halal,Pokka
ORD1871,CUST475,B2B,Pokka Bottle Drink - Passion Fruit Tea,Drinks,1.8,75,0.0,135.0,27/03/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13177967_XL1_20221011.jpg?w=320&q=60,1.5L,Halal,Pokka
ORD1872,CUST451,B2C,Pokka Coffee Can Drink - Milk Coffee (Less Sugar),Drinks,6.25,76,7.56,574.56,07/08/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13167613_XL1_20250213.jpg?w=320&q=60,6 x 240ml,Halal,Pokka
ORD1873,CUST198,B2C,Pokka Bottle Drink - Ice Peach Tea,Drinks,37.2,26,38.4,998.4,15/03/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709270_XL1_20230405.jpg?w=320&q=60,24 x 500ml (CTN),Halal,Pokka
ORD1874,CUST452,B2B,Pokka Packet Drink - Mixed Berries & Carrot Juice,Drinks,3.55,11,4.19,46.09,01/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13049112_XL1_20221011.jpg?w=320&q=60,6 x 250ml,,Pokka
ORD1875,CUST210,B2B,Schwepps Tonic,Drinks,1.45,68,0.0,98.6,21/01/2023,https://paneco-sg-moonshine-production-s3-amazonaws-com.global.ssl.fastly.net/3fwy1qyt2ifz87hxklv8pwibq5yw?auto=webp&format=jpg,320ml,Halal,Schweppes
ORD1876,CUST131,B2C,Pokka Can Drink - Sparklin' Fuji Apple,Drinks,13.8,45,14.89,670.05,10/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12314920_XL1_20230327.jpg?w=320&q=60,24 x 325ml (CTN),,Pokka
ORD1877,CUST165,B2B,Pokka Bottle Drink - Carrot Juice,Drinks,4.24,36,0.0,152.64,02/10/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10469769_XL1_20221229.jpg?w=320&q=60,1.5L,,Pokka
ORD1878,CUST281,B2C,Pokka Can Drink - Ice Peach Tea Zero Sugar,Drinks,13.6,35,17.5,612.5,19/04/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12714031_XL1_20241023.jpg?w=320&q=60,24 x 300ml (CTN),Halal,Pokka
ORD1879,CUST271,B2B,F & N Flavoured Bottle Drink - Sarsi,Drinks,15.6,99,25.2,2494.8,26/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11470905_XL1_20230324.jpg?w=320&q=60,12 x 1.5L (CTN),Halal,F & N 
ORD1880,CUST26,B2B,Pokka Can Drink - Jasmine Green Tea,Drinks,6.55,22,8.75,192.5,17/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11171403_XL1_20230324.jpg?w=320&q=60,12 x 300ml (CTN),Halal,Pokka
ORD1881,CUST410,B2C,F & N Can Drink - Cool Ice Cream Soda,Drinks,13.2,8,16.2,129.6,18/10/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10020084_XL1_20230323.jpg?w=320&q=60,24 x 325ml (CTN),Halal,F & N 
ORD1882,CUST13,B2C,Pokka Bottle Drink - Honey Green Tea,Drinks,1.8,33,0.0,59.4,01/11/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13008547_XL1_20221123.jpg?w=320&q=60,1.5L,,Pokka
ORD1883,CUST111,B2C,Pokka Packet Drink - Carrot Fruit Juice,Drinks,14.2,35,16.75,586.25,12/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10020106_XL1_20230323.jpg?w=320&q=60,24 x 250ml (CTN),,Pokka
ORD1884,CUST426,B2B,Pokka Coffee Can Drink - Milk Coffee (Less Sugar),Drinks,6.25,54,7.56,408.24,15/06/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13167613_XL1_20250213.jpg?w=320&q=60,6 x 240ml,Halal,Pokka
ORD1885,CUST357,B2B,Monster Energy Can Drink - Pipeline Punch,Drinks,2.25,84,2.95,247.8,07/03/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13214026_XL1_20230327.jpg?w=320&q=60,355ml,,Monster
ORD1886,CUST382,B2B,Pokka Packet Drink - Green Tea,Drinks,8.95,44,14.4,633.6,23/06/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10125966_XL1_20250203.jpg?w=320&q=60,24 x 250ml (CTN),Halal,Pokka
ORD1887,CUST251,B2C,Monster Energy Can Drink - Pipeline Punch,Drinks,51.3,79,70.8,5593.2,10/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12713814_XL1_20240904.jpg?w=320&q=60,24 x 355ml,,Monster
ORD1888,CUST232,B2C,Pokka Can Sencha Japanese Green Tea Can - No Sugar,Drinks,6.55,80,8.75,700.0,30/06/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13234166_XL1_20240912.jpg?w=320&q=60,12 x 300ml,,Pokka
ORD1889,CUST25,B2C,Pokka Premium Bottle Drink - Cappuccino,Drinks,1.5,75,1.82,136.5,09/09/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13042030_XL1_20230711.jpg?w=320&q=60,500ml,,Pokka
ORD1890,CUST388,B2B,Pokka Bottle Drink - Blueberry Tea,Drinks,19.0,100,30.0,3000.0,31/08/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12712540_XL1_20230329.jpg?w=320&q=60,12 x 1.5L (CTN),Halal,Pokka
ORD1891,CUST494,B2C,Osulloc Samdayeon Honey Pear Tea,Tea,15.9,38,0.0,604.2,10/03/2023,https://geonbae.com/wp-content/uploads/2022/03/Tea_Osulloc-Samdayeon-Honey-Pear-Tea_830px_v3_N.jpg,1.5g x 20 tea bags,Halal,Osulloc Samdayeon
ORD1892,CUST25,B2B,F & N Can Drink - Soda Water (Slim),Drinks,13.2,52,16.2,842.4,05/04/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10020089_XL1_20250115.jpg?w=320&q=60,24 x 325ml (CTN),,F & N 
ORD1893,CUST282,B2B,Pokka Lychee Oolong Tea,Drinks,3.6,74,0.0,266.4,20/06/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13260279_XL1_20241016.jpg?w=320&q=60,6 x 250ml,Halal,Pokka
ORD1894,CUST163,B2C,Pokka Bottle Drink - Ice Lemon Tea,Drinks,37.2,67,38.4,2572.8,08/01/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709271_XL1_20230405.jpg?w=320&q=60,24 x 500ml (CTN),Halal,Pokka
ORD1895,CUST54,B2B,Pokka Packet Drink - Ice Peach Tea (Less Sugar),Drinks,8.95,62,14.4,892.8,19/01/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709005_XL1_20230330.jpg?w=320&q=60,24 x 250ml (CTN),Halal,Pokka
ORD1896,CUST102,B2B,Pokka Premium Bottle Drink - Cappuccino,Drinks,1.5,93,1.82,169.26,21/06/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13042030_XL1_20230711.jpg?w=320&q=60,500ml,,Pokka
ORD1897,CUST45,B2C,Monster Energy Can Drink - Ultra Sunrise,Drinks,2.25,99,2.95,292.05,29/06/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13264210_XL1_20250110.jpg?w=320&q=60,355ml,,Monster
ORD1898,CUST489,B2C,Pokka Lychee Oolong Tea,Drinks,1.8,99,0.0,178.2,22/08/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13260278_XL1_20241016.jpg?w=320&q=60,1.5L,Halal,Pokka
ORD1899,CUST436,B2B,F & N Can Drink - Tonic Water (Extra Dry),Drinks,13.2,63,16.2,1020.6,05/06/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10479908_XL1_20230324.jpg?w=320&q=60,24 x 325ml (CTN),,F & N 
ORD1900,CUST226,B2B,Pokka Bottle Drink - Ice Lemon Tea,Drinks,1.8,99,0.0,178.2,15/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/376287_XL1_20221011.jpg?w=320&q=60,1.5L,Halal,Pokka
ORD1901,CUST448,B2B,F & N Sweetened Creamer - Rich & Creamy,Drinks,1.53,78,0.0,119.34,15/08/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10451091_XL1_20230330.jpg?w=320&q=60,380g,Halal,F & N 
ORD1902,CUST75,B2B,F & N Flavoured Bottle Drink - Groovy Grape,Drinks,1.35,95,0.0,128.25,23/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/454314_XL1_20221012.jpg?w=320&q=60,1.5L,Halal,F & N 
ORD1903,CUST434,B2B,Pokka Bottle Drink - Honey Green Tea,Drinks,1.8,15,0.0,27.0,08/06/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13008547_XL1_20221123.jpg?w=320&q=60,1.5L,,Pokka
ORD1904,CUST272,B2B,Pokka Bottle Drink - Ice Lemon Tea,Drinks,37.2,68,38.4,2611.2,30/09/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709271_XL1_20230405.jpg?w=320&q=60,24 x 500ml (CTN),Halal,Pokka
ORD1905,CUST368,B2C,Pokka Premium Bottle Drink - Cappuccino,Drinks,1.5,5,1.82,9.1,10/08/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13042030_XL1_20230711.jpg?w=320&q=60,500ml,,Pokka
ORD1906,CUST41,B2C,F & N Can Drink - Soda Water (Slim),Drinks,13.2,36,16.2,583.2,01/11/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10020089_XL1_20250115.jpg?w=320&q=60,24 x 325ml (CTN),,F & N 
ORD1907,CUST280,B2C,Pokka Bottle Drink - Premium Matcha Milk Tea,Drinks,1.5,73,1.82,132.86,17/09/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13198597_XL1_20230531.jpg?w=320&q=60,500ml,Halal,Pokka
ORD1908,CUST453,B2C,Pokka Bottle Drink - Jasmine Green Tea,Drinks,19.0,19,30.0,570.0,09/10/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12713334_XL1_20240313.jpg?w=320&q=60,12 x 1.5L (CTN),Halal,Pokka
ORD1909,CUST195,B2C,F & N Flavoured Bottle Drink - Groovy Grape,Drinks,1.35,6,0.0,8.1,05/04/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/454314_XL1_20221012.jpg?w=320&q=60,1.5L,Halal,F & N 
ORD1910,CUST11,B2C,Pokka Packet Drink - Peach Tea,Drinks,3.6,28,0.0,100.8,19/10/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11113406_XL1_20240122.jpg?w=320&q=60,6 x 250ml,,Pokka
ORD1911,CUST95,B2B,Pokka Packet Drink - Soursop Juice,Drinks,2.9,67,3.18,213.06,28/08/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10003045_XL1_20221011.jpg?w=320&q=60,6 x 250ml,,Pokka
ORD1912,CUST139,B2C,Pokka Bottle Drink - Oolong Tea (No Sugar Added),Drinks,37.2,38,38.4,1459.2,19/10/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709276_XL1_20230913.jpg?w=320&q=60,24 x 500ml (CTN),Halal,Pokka
ORD1913,CUST421,B2B,Pokka Packet Drink - Ice Peach Tea,Drinks,8.95,13,14.4,187.2,13/02/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11132877_XL1_20240122.jpg?w=320&q=60,24 x 250ml (CTN),,Pokka
ORD1914,CUST223,B2B,Pokka Bottle Drink - Kiyo Kyoho Grape,Drinks,2.55,63,0.0,160.65,10/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13096525_XL1_20221011.jpg?w=320&q=60,1.5L,Halal,Pokka
ORD1915,CUST325,B2B,Pokka Can Drink - Peach Oolong Tea (Less Sugar),Drinks,6.55,75,8.75,656.25,16/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13208843_XL1_20221123.jpg?w=320&q=60,12 x 300ml (CTN),Halal,Pokka
ORD1916,CUST238,B2B,Pokka Packet Drink - Chrysanthemum with White Tea,Drinks,8.95,82,14.3,1172.6,22/06/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11441936_XL1_20230324.jpg?w=320&q=60,24 x 250ml (CTN),,Pokka
ORD1917,CUST255,B2B,Pokka Packet Drink - Straight Red Tea,Drinks,8.95,44,14.4,633.6,24/04/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12700080_XL1_20230328.jpg?w=320&q=60,24 x 250ml (CTN),,Pokka
ORD1918,CUST348,B2B,Pokka Bottle Drink - Ice Lemon Tea (Less Sugar),Drinks,37.2,13,38.4,499.2,15/10/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709299_XL1_20230328.jpg?w=320&q=60,24 x 500ml (CTN),Halal,Pokka
ORD1919,CUST206,B2C,Pokka Packet Drink - Green Tea,Drinks,8.95,98,14.4,1411.2,26/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10125966_XL1_20250203.jpg?w=320&q=60,24 x 250ml (CTN),Halal,Pokka
ORD1920,CUST37,B2C,Pokka Bandung Rose Milk Drink,Drinks,3.25,79,3.48,274.92,16/01/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13203363_XL1_20240118.jpg?w=320&q=60,6 x 250ml,Halal,Pokka
ORD1921,CUST338,B2B,Pokka Bottle Drink - Jasmine Green Tea,Drinks,37.2,71,38.4,2726.4,09/04/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709301_XL1_20230403.jpg?w=320&q=60,24 x 500ml (CTN),Halal,Pokka
ORD1922,CUST500,B2B,Pokka Lychee Oolong Tea,Drinks,6.55,25,8.75,218.75,04/11/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13261054_XL1_20241023.jpg?w=320&q=60,300ml,Halal,Pokka
ORD1923,CUST496,B2C,Pokka Premium Bottle Drink - Earl Grey Milk Tea,Drinks,1.5,6,1.82,10.92,07/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13037604_XL1_20221011.jpg?w=320&q=60,500ml,Halal,Pokka
ORD1924,CUST293,B2C,Pokka Packet Drink - Natsbee Honey Yuzu,Drinks,8.95,34,14.53,494.02,03/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709346_XL1_20230406.jpg?w=320&q=60,24 x 250ml (CTN),Halal,Pokka
ORD1925,CUST3,B2C,F & N Flavoured Bottle Drink - Cool Ice Cream Soda,Drinks,1.35,52,0.0,70.2,23/01/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/454322_XL1_20250220.jpg?w=320&q=60,1.5L,Halal,F & N 
ORD1926,CUST26,B2C,Pokka Can Drink - Oolong Tea (No Sugar Added),Drinks,13.6,85,17.5,1487.5,20/01/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12705570_XL1_20230913.jpg?w=320&q=60,24 x 300ml (CTN),Halal,Pokka
ORD1927,CUST450,B2C,Monster Energy Can Drink,Drinks,2.25,58,2.95,171.1,06/09/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13191893_XL1_20230220.jpg?w=320&q=60,355ml,,Monster
ORD1928,CUST325,B2C,F & N Can Drink - Grape,Drinks,13.2,65,16.2,1053.0,12/10/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10020085_XL1_20250106.jpg?w=320&q=60,24 x 325ml (CTN),Halal,F & N 
ORD1929,CUST356,B2B,Pokka Bottle Drink - Ice Passion Fruit Tea,Drinks,19.0,80,30.0,2400.0,15/10/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12712546_XL1_20230329.jpg?w=320&q=60,12 x 1.5L (CTN),Halal,Pokka
ORD1930,CUST175,B2B,Pokka Premium Packet Drink - Milk Tea (Original),Drinks,3.55,38,3.99,151.62,02/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12203024_XL1_20221011.jpg?w=320&q=60,6 x 250ml,Halal,Pokka
ORD1931,CUST17,B2B,Monster Energy Can Drink,Drinks,2.25,48,2.95,141.6,10/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13191893_XL1_20230220.jpg?w=320&q=60,355ml,,Monster
ORD1932,CUST129,B2C,Pokka Milk Coffee Bottle Drink - Less Sweet,Drinks,1.5,90,1.82,163.8,26/04/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13162859_XL1_20230712.jpg?w=320&q=60,500ml,Halal,Pokka
ORD1933,CUST236,B2C,Pokka Packet Drink - Oolong Tea (No Sugar Added),Drinks,8.95,25,14.4,360.0,26/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12704723_XL1_20250124.jpg?w=320&q=60,24 x 250ml (CTN),Halal,Pokka
